Shop_name,Products,Chart_Performance,Rating,Followers,Rating_bad,Rating_good,Rating_normal
mi_secret,82,97,4.968774,2497,1,5544,29
JH.Fashion,131,96,4.962423,2415,2,4596,33
lalalalaa7,1123,83,4.747758,6730,164,7333,383
Season Sports (jersey),727,93,4.88023,15908,166,36834,815
lingerich-plus size lingerie,296,96,4.875618,865,18,2453,68
Women Blouse Women's underwear,1867,91,4.690572,35647,2427,98693,6691
CS Secret Toy,134,100,4.881949,6953,81,10688,270
j.suzie,60,94,4.891543,9136,10,3685,88
fashionclothing.my,992,82,4.52791,41984,2100,37964,3841
Ammieera Trading,12,75,4.955166,452,0,557,4
Macrame Maker,88,98,4.966031,2690,3,3863,17
MKSH ONLINE STORE,149,89,4.936782,12993,56,23135,264
Imperial Horse Official Store,80,96,4.916124,7839,30,10660,184
mummy's_closet,14,82,4.975,913,1,395,0
Fateh Legacy,24,99,4.987879,994,0,2573,5
Miss.Sandy,1153,100,4.885685,4819,31,5856,133
Najlaa Shop,44,90,4.968254,260,0,459,2
GHAUDENS FASHION,1016,100,4.928645,3520,9,2014,27
fashion.rajutmakmengan.my,66,100,4.921729,546,3,864,11
JeansBRANDSMURAH,13,61,4.865928,883,48,5322,153
CMENIN Official Store,734,74,4.899714,9019,114,22194,427
i save fesyen,552,86,4.953358,7373,68,24701,210
Rohatex,304,89,4.830214,1757,65,3588,100
DER Girls,671,80,4.852956,1970,20,1997,63
ImaniStore,16,76,4.920904,354,1,359,6
BORONG MALAYSIA,903,67,4.855631,3713,88,7762,185
KY_Malaysia,161,96,4.913706,7090,64,17760,314
Aloha Online Store,235,82,4.931987,3856,18,7143,88
dream. Online shopp,135,96,4.859016,2542,24,2776,81
noah.kidsproduct,12,97,4.945442,2041,2,1476,17
Colegacy Concept Store,661,81,4.915627,14243,16,3776,64
Anjung Muslimah,61,95,4.975478,6948,3,4581,19
DEBAJUSTORE,271,58,4.941936,12529,20,11096,124
hotsalesproduct,270,100,4.879876,4152,37,5591,139
Bundle Mama Muda,17,90,4.982387,5213,0,545,1
Milk Tees,516,100,4.868545,2437,14,1679,49
gzt1.my,887,100,4.814962,7057,454,34093,1294
Pakaian terpilih,153,94,4.873687,4381,31,4318,112
LittleBox,164,83,4.921839,267,0,431,9
Dayoni,214,100,4.874816,7161,34,6699,195
520fashionhouse,89,99,4.921329,3937,10,5243,84
Seely bundle,8,91,4.981818,5445,0,573,2
naizzaty,54,99,4.925606,4697,9,1242,14
aya_raudhia,8,100,4.963347,9662,1,1379,6
ImanCollection,16,68,4.906166,368,2,746,10
Cotton Fashion Zone,10,97,4.914936,634,5,1478,32
missyou4.my,506,83,4.779691,2595,73,5004,251
Life_collection,52,96,4.913559,1511,8,2902,56
Affordrobe,340,100,4.919668,3263,17,5772,77
Cucimata.store,5,77,4.976348,4823,1,1164,3
Kissybra正品Kissyoriginal,22,100,4.954321,968,4,847,4
yipee online shop,469,99,4.941218,101708,349,158932,1759
👦👧 DLGJMY.MY 👕,289,96,4.923265,18443,70,25257,379
❀Colorful❀,143,98,4.892356,917,6,1289,25
egobuyshop,522,94,4.901474,21709,343,51664,861
Che'reen Bundle,6,100,4.980847,13632,1,1098,3
Pretty Of Life Official Store,66,100,4.955874,8139,13,9696,75
MU Online Store,295,100,4.954956,36549,39,50010,436
👙FineToo Underwear Shop,140,21,4.95,643,2,1027,12
NJ Collections,102,93,4.831649,4457,65,5465,205
Sinity Women's Clothing Store,488,90,4.877805,1255,5,1182,36
Baby Mummy Store,260,100,4.969681,47644,61,103450,516
Fitsoul Bra panties shop,307,100,4.910064,3455,10,3294,62
BestieLady,245,81,4.528008,3483,272,5491,530
Yc online 2929,152,98,4.894336,1603,8,1853,42
Huffy Closet,121,96,4.953824,5517,5,4960,36
Adige mall,35,97,4.917047,911,7,2426,42
hidayahnazirul,12,81,4.942748,8198,7,2294,23
Looks Basic,78,99,4.924857,8273,32,7844,86
Mom's Centre ,22,98,4.945346,325,2,1163,9
syzamystore,7,95,4.95679,3783,0,883,11
ikhlasborong,250,74,4.809946,16100,1582,87490,2880
lessmore,982,81,4.883144,74906,496,62061,1377
jaedarof,752,78,4.679643,32990,666,19629,1319
VTEXSHOP,288,73,4.895837,3097,29,6348,122
cosmofashioncenter.my,546,100,4.829164,2402,11,1343,55
Baju Muslimah (Norra Collection),40,96,4.931487,844,7,3634,54
jiquehe.my,184,76,4.717728,658,50,2179,145
Yaniez Boutique Bundle,173,94,4.884264,1724,8,985,19
littletomato2020,229,98,4.909281,603,1,974,20
ohlola.co,179,61,4.929602,2329,4,1772,26
Cheetah Official Shop,1707,96,4.907163,112769,214,44581,805
Kias ootd,110,93,4.856061,1558,12,1410,49
CHAOGUAN Korean women's clothing,1396,99,4.946822,1122,3,779,8
Yunxiang clothing,84,74,4.861845,1506,20,2308,63
MIAKAY BOUTIQUE,918,67,4.872611,22576,366,36259,859
VogueCity.my,355,86,4.86806,5854,155,14213,342
HAYOX,824,43,4.742339,1598,203,6264,263
Unique Closet,428,99,4.969988,994,1,1803,11
~TheSisters~,5,94,4.966717,3023,0,833,8
OnlineStore18,630,100,4.829683,4694,94,9472,359
FASS STORE,50,95,4.956364,3269,1,834,7
Koleksi Edelweiss,245,95,4.847756,4906,22,2189,67
Mui'z collection,60,92,4.892105,7223,218,32977,735
Momoko Concept Store,364,95,4.875923,56079,1914,253368,6081
A to A Trading,74,97,4.921095,4158,23,9409,152
Seri Choice,127,100,4.913401,2625,12,2546,46
yananaamtriumph,241,92,4.958213,8559,1,1484,15
hellohilo,349,44,4.785874,13146,258,16436,741
Seayu Fashion,411,99,4.932342,6020,45,12293,160
wondermama_89,93,98,4.893333,3503,29,5843,130
H.Beauty.my,501,78,4.842017,1971,21,1743,57
BabySense,506,100,4.955293,11763,57,36891,269
stage9,94,100,4.868235,935,58,5683,133
Lady & Ginger,15,98,4.923077,1063,19,6245,105
Butik Molek,12,94,4.952688,267,0,486,3
Goodbaby Trendhouse,166,93,4.893168,1481,7,2408,62
Miya's Style Closet,15,99,4.969136,1108,0,234,2
AK AUDIO ONLINE SUPPLY,1770,97,4.894507,1429,91,9988,185
fld2020.my,253,99,4.905781,1249,6,3160,65
Deshu.my,67,94,4.875676,1247,5,1121,27
❤Lucky Clover❤Shop-my,3320,92,4.831156,26528,924,65620,1922
thekenyaku,10,94,4.966387,5787,1,1081,1
Echo fashion clothing stroe,17,89,4.893939,807,1,70,0
abbyshoptrading,15,100,4.932939,631,4,1022,15
Jianse Bra Specialty Company,359,100,4.892403,6220,52,7421,144
TeesGuru,192,86,4.938578,2691,10,5434,66
MissLure Sexy Lingerie Intimates,99,96,4.948059,3892,1,1750,22
Humayra Fashions,92,91,4.771717,2026,62,2406,110
Women's wardrobe/24H shipping,258,94,4.826087,2734,6,1112,54
One Baby World / OneBabyWorld,1368,87,4.952753,77877,393,196203,1564
rhymeflo.my,16,97,4.656823,1159,61,1920,146
pyjamas women,141,77,4.906814,599,3,1002,23
Comfy Queen,9,97,4.906634,2751,7,2044,39
Gc96Fashion,161,97,4.922781,6935,36,13415,200
hermicci.my.skirt,175,83,4.870648,6494,32,3920,107
Aishah Palazo,23,100,4.993575,5949,0,2388,2
RINAA EXCLUSIVE,24,96,4.953547,2544,8,3817,25
ladymiss123.my women's clothing,191,91,4.746354,938,70,4237,278
RR Junior SHOP,7,97,4.982143,4070,1,987,3
mona women'secret,62,98,4.936364,1055,3,772,10
AZstyle Boutique,88,87,4.54251,5704,95,1322,97
HV2 Collection,14,88,4.948276,250,2,304,2
Azy Jeans & Co. Boutique,22,90,4.92895,557,2,938,19
Amaze Official,114,98,4.94766,9019,13,11146,99
Bra & Cotton Official Store,283,98,4.919554,6919,17,6633,111
Uma hana Malaysia (Authorised),102,97,4.983699,1994,0,1608,3
QQ Outlet Official Store,121,97,4.928527,12380,4,3238,49
fulllove.my,1625,96,4.741219,2689,34,1372,74
KoleksiPakaian,44,61,4.810444,1725,63,4638,185
OOTD.styles,715,75,4.709826,6222,83,3051,201
Geek Pick - The Cool Gadgets Store,91,60,4.853282,148,7,521,15
Skyyyy789,20,97,4.934589,1309,2,997,19
AR fashion house,139,97,4.871956,728,20,3655,104
zhufeng.my,240,99,4.828873,1347,8,1185,54
Danny Online Store,53,81,4.756604,728,20,1514,91
CheapVeryCheap,115,100,4.951652,6982,24,20676,187
SeludopeEmpire,14,,4.802625,1630,64,3814,150
BLΛƆK PIИK,694,85,4.699247,6000,455,20785,1354
Fontaine Shop,221,78,4.967634,1095,3,1869,8
ildanish_fashion,34,94,4.921405,1641,4,1869,25
zharlovid,180,99,4.902955,5468,45,12511,263
New Master Fashion,281,93,4.918754,2936,18,5011,90
Fashion Casual Blouse,655,98,4.687812,4055,96,3711,279
r_project.my,357,100,4.722785,8487,89,3564,205
Everything by Mel,34,91,4.828244,1948,15,2017,84
FenzyMesie,17,92,4.930719,1644,3,1591,18
Maternity dress & baby clothing,374,99,4.831456,3259,16,2350,94
Demirsen Watch Store,295,97,4.902301,4083,24,4406,78
Elle Zahraa,59,97,4.934234,14862,38,14449,183
✨Beautiful shop✨,117,83,4.785395,2147,33,2562,135
GraceCollection96,92,99,4.91523,1211,10,3658,59
schaaaaaaaaa,10,85,4.947917,443,0,224,2
nhmyayah,18,92,4.950883,9825,1,1329,15
Sofu Creative Life Store,301,70,4.843359,4259,52,6473,234
Alicia Boutique5796,194,96,4.909213,2128,13,3854,77
Mazsdihi.Co,72,74,4.933099,793,2,1153,16
Fitbundle.store,6,97,4.976812,7389,0,734,4
LK Online Fashion,72,100,4.921687,14138,83,26851,415
wholesalesmalaysia2020,105,86,4.954444,2733,8,7185,64
idazain2,25,85,4.942742,4762,8,6277,77
AK Collection,8,98,4.953728,2152,5,4299,42
adiadha1994.my,67,100,4.81592,599,12,603,18
Kedai AbangKakak,13,68,4.886326,22468,17,1984,36
K's Concepts Store,106,100,4.920463,6500,23,9433,142
hugefunhouse.my,818,84,4.877601,1701,54,5680,153
7UJUHARI,4,87,4.96292,4358,3,1073,4
teeglove.my,96,97,4.918834,1164,29,9168,147
Uniq_Wear,65,96,4.943865,719,4,2016,30
Bro Olan Store,35,100,4.944388,892,5,2062,22
DetailsClothing Malaysia,93,100,4.911552,2118,5,1129,23
AaTIK STORE,573,99,4.957956,1544,16,8507,61
RZ CLO,23,95,4.959913,10855,14,20093,140
Mama's Choice Official Store,21,86,4.95082,2614,0,710,6
viral2u,164,95,4.916545,1214,25,7715,136
MGT Solution Bundle,10,93,4.994236,3041,0,405,0
ZUMIA.my,56,94,4.885753,629,2,736,18
Daisy Maternal baby,463,97,4.907638,3630,21,4842,95
J_A_GADGET,266,99,4.946618,7980,44,24454,236
mua! official,66,100,4.86965,354,2,505,16
gousheng.my,125,99,4.760466,4635,46,2196,108
Honey sea,173,65,4.887726,4226,38,5931,148
DUNEA,1255,75,4.81026,15731,80,7073,277
Medical Apparel Shop,75,85,4.959577,2265,7,3373,28
Noban_outlet,17,88,4.970263,15290,1,3747,22
Bylisasurihati,11,94,4.984479,6884,0,993,3
Mayangsari.com,31,93,4.924055,1209,14,5735,70
Wardrobe  Castle,714,92,4.857501,24161,85,10731,332
ONE CLOSET FASHION,18,100,4.943734,863,1,790,7
Juana Burnz,49,99,4.955831,1281,2,2627,20
QTS Fashion shopp,658,76,4.715897,1153,92,3671,235
1990_ain,8,20,4.920213,379,1,327,4
ihsgolbal,12,82,4.958678,335,0,167,1
ALLOFME.my,225,54,4.889514,4203,32,4867,101
frrj0qiqub,121,100,4.945542,937,2,1713,22
rebecca1202.my,231,90,4.898757,1688,11,3287,72
preloveditis,21,89,4.959524,3766,0,444,4
BAJU SKRUB,29,91,4.975098,580,0,790,2
JOYMOW Underwear.my,91,86,4.92632,2604,12,5123,74
KOID bra,227,96,4.899853,4203,32,6173,125
Nova.com,10,91,4.928721,198,0,517,9
sksuria onlinestore,71,100,4.949182,1302,2,4116,41
H.h small shop,309,95,4.912965,2564,19,5588,120
SHA BUNDLE,24,91,4.926218,11131,4,1517,29
Rose's Closet,9,95,4.980798,5450,1,817,2
如吻kissy,151,94,4.88728,1992,11,2584,55
Varsbaby Official Store,393,92,4.880761,4946,43,8614,202
Baby Mama Clever,260,84,4.912034,3958,80,16403,297
pinkme625,33,97,4.934022,4198,14,5893,67
beijingh.my,848,85,4.854386,320,8,554,15
Korean Fashion MY,79,96,4.909687,5975,7,2745,49
J.W._,178,100,4.884354,7504,3,1597,36
Mlola.KL,7,95,4.979446,5788,2,1298,5
aia store,69,96,4.956269,1813,0,5169,55
LHY APPARELS,226,99,4.954571,9535,8,5502,48
klcc.my,107,60,4.828055,3724,110,11887,426
BundleOOTD,29,89,4.947313,29689,7,4008,44
muslinswaddle,172,95,4.923967,35904,165,54861,829
hernesmalaysia,162,98,4.937425,16274,20,14402,181
Butik Sekolah,95,79,4.929774,693,13,2832,35
Beads Jewellery Trading Sdn Bhd,3296,100,4.953859,13962,75,31051,209
LightSense,45,100,4.9362,1245,26,5749,56
polosbasic.my,102,100,4.907273,876,9,1108,17
Hannahshop 89,12,95,4.971002,4188,0,1331,8
THE QUINN EMPIRE,7,93,4.972107,9884,1,2216,10
Fashion  confidence ,219,100,4.679907,1184,16,400,25
SARAA.,115,86,4.907366,3765,39,12623,229
Golden Olive,136,92,4.942598,20211,2,721,7
Wasya Online Bookstore,51,73,4.928571,704,3,1047,11
BundleRuffis,12,78,4.969002,13282,1,1685,8
faracouture.co,5,91,4.810865,5611,12,977,45
Morek.my,92,94,4.929109,2387,9,4623,60
cikmj,21,87,4.961625,145,0,455,5
Marisa Underwear Clothing,18,82,4.766922,3180,84,4480,228
Ms wardrobe,648,100,4.828308,7596,42,5378,206
nurain_ahmad_collection,107,91,4.957034,4773,8,7098,57
changingseason,147,94,4.88491,1714,4,1158,29
LS  Clothing,261,100,4.929658,713,0,531,9
AVON Underwear Bra Pajamas,568,98,4.836284,11879,110,10094,393
Heel2Toe,59,91,4.885856,41146,153,30290,682
Parifairy Official MY store,117,85,4.899929,10156,44,12695,283
KM_fashion,159,99,4.927793,5423,13,7122,103
US LADIES,171,97,4.960994,3482,1,3058,20
Beauty okdeals.my,7091,98,4.84068,40465,1070,101116,2864
Double S,30,99,4.970254,569,1,1217,4
sunhoi.my,387,91,4.910412,1213,6,1623,35
gongtao.my,10,54,4.793147,4718,65,5392,274
Boberna83,225,98,4.880389,2480,22,4860,125
Murah Termurah,56,100,4.949349,5303,25,17545,176
yucooi.my,480,100,4.845305,13230,117,17155,581
Er Supplies & Solutions,4,94,4.962848,848,0,345,2
Theodora Clothing Co.,541,99,4.820607,3327,15,1828,84
Aimee Lifestyle,103,92,4.860873,878,20,2172,64
MYQUEEN｜Nightwear,961,83,4.693497,32845,1665,75428,4985
sitiamyshop,56,97,4.955809,589,1,1434,13
Latinn,52,99,4.924061,5825,15,4747,76
x.y fashion,444,99,4.786517,3693,67,5277,269
MUJI Official Store,1302,99,4.940989,68355,132,43454,477
EXP WHOLESALE,8,91,4.863014,2701,23,4050,127
baju murah collection,93,87,4.916232,4160,59,6492,88
urbanfashion,40,97,4.918578,4775,18,6491,107
nanaarianaya,6,96,4.966535,3147,3,563,0
Perniagaan Hockly (M) Sdn Bhd,84,39,4.912518,2173,32,8522,143
Taati,62,91,4.935367,1870,10,3065,29
GODDESS'S CHOICE,46,100,4.918248,296,4,683,7
ABC Clothing Store,84,99,4.926123,4039,27,10904,160
JF Boutique,196,87,4.816473,10113,63,7942,337
Top Beauty Fashion,22,97,4.887957,3120,15,2625,63
SweetRepeats,10,84,4.967196,8129,0,989,8
WEIFENG MALL1,107,97,4.948387,1443,1,629,4
k.house.my,413,100,4.834705,9904,45,5196,199
legacyshauqi,117,89,4.89465,2263,10,1825,43
Medolly_Boutique,55,82,4.902907,6931,19,3213,69
KedaiMurahKAWKAW,58,97,4.900775,933,2,648,15
ucon_shop.,12,99,4.91289,1343,7,2307,45
✌༺ۣ ۖJungledeer༻✌,405,90,4.866667,1006,0,497,19
Batik dan Handsocks,34,99,4.928669,227,2,803,8
Groboc House of Bra,297,97,4.940356,27739,55,19560,209
byafiy.store,9,90,4.962517,1400,1,814,2
OMD Luxurious Part,19,100,4.909836,2630,10,3759,71
Amaya World,43,21,4.856522,3525,12,2296,66
TIMA No.1 shop,232,97,4.853288,7624,19,1738,50
zaywarsaeed_my,10,94,4.901621,1012,9,1810,22
beonlema.my,240,64,4.880683,3791,37,5206,129
SAHZZO,129,100,4.94436,2734,4,4012,47
NFADESIGN,68,96,4.957907,3058,7,5473,35
kasutb.my,465,63,4.625562,4453,143,4269,370
onecollection.my,14,92,4.881517,698,1,644,15
YHYT STORE,632,91,4.811561,4678,155,11436,429
online365.my,1613,82,4.816376,1171,86,6381,254
qi.miao.z.my,123,100,4.878181,8474,33,4485,122
sportsangel.my,313,96,4.891792,8486,37,7235,155
Moms Moments,28,86,4.873404,783,3,927,34
cyjmy.my,134,100,4.904167,289,0,481,9
Sy_boutique,903,89,4.822484,7018,110,10773,410
Nazrina Shop,190,85,4.952117,503,3,1437,12
comeourshop.my,165,92,4.844478,2589,23,2593,82
Women's tops and dresses,673,94,4.771478,3357,81,6204,347
efashionlady.my,849,95,4.714986,7893,238,8262,510
L&S Collection,165,78,4.963307,29242,53,40184,262
Dapo.cantik,252,97,4.947072,5962,26,13408,98
horizons.my,813,96,4.786142,250,18,1145,48
byfizlin_,254,94,4.920104,2339,7,1932,25
MissyJane,15,94,4.909836,96,1,369,7
Trend Clothing Official Store,1120,100,4.928144,1156,0,329,6
daylan.my,361,92,4.86411,40723,763,87751,2334
Romantic Paradise.my,113,54,4.829268,713,11,920,29
CXL Store,16,68,4.824107,446,17,1370,55
Shopimo,974,93,4.822535,22610,578,46092,1588
crcstore,1344,99,4.827237,11650,902,68623,2275
AURABUNDLE ❤️,4,93,4.991416,6879,0,532,1
mydress_collection.my,1258,100,4.805078,2955,26,1312,63
Wonder BiBi,234,99,4.97138,6826,6,7780,34
AA's Rezeki Collection,64,90,4.836957,634,4,265,10
miss_phoebe.my,34,91,4.71441,1307,24,1068,75
nasirkhan907,51,94,4.963664,1134,2,3492,23
kftby.my,14,57,4.868391,568,8,1778,61
Kid Toys & Electronic,594,75,4.870588,344,2,253,9
Eazy Collection,39,95,4.955906,1504,4,1319,8
Ashley Fashion Mall,382,98,4.850365,2322,11,2461,94
HapyVille 😃,86,100,4.968794,1785,0,2132,15
GadisBundleShop,12,90,4.966584,14312,5,3080,19
HDSh0p,17,98,4.967059,3482,0,903,6
Pink Super Mall,168,100,4.879447,10872,79,13305,354
sofire.my,839,82,4.779174,6828,42,2745,123
93 Mart,17,100,4.925694,1074,2,1437,26
felancymalaysia,256,84,4.865287,18465,99,9329,218
mobilespec,2712,99,4.875555,12325,1025,107386,2494
26.TwentySix,31,100,4.941647,825,0,1256,12
juliantystore_.my,39,100,4.864013,966,4,607,18
vintage.sakura,19,97,4.9654,8367,3,1535,9
NILIKA  Women Fashion,380,68,4.754541,5181,166,9654,522
Royalscollection,15,54,4.859903,1565,22,2101,53
ummiwafiy07,8,68,4.916667,1610,1,496,8
BelovingU.my,128,95,4.859118,1585,7,1135,38
Medifeet Medical Health Shoe,173,99,4.962766,9613,5,3441,18
RH Vogue,175,98,4.827083,327,3,467,20
amorystore.my,316,100,4.969466,279,0,271,2
Kwinzz_shop,58,96,4.891768,1241,4,1293,38
Eleventh Empire,9,96,4.958925,13430,1,1395,11
pusatgrosir.solo,883,100,4.737192,12364,135,5800,339
WARBASE Official Store,170,97,4.860032,11789,236,23317,594
skentelbury,332,64,4.690823,4869,187,5025,298
A Home 1997,188,100,4.902319,5219,23,4859,94
TEAM WANG MALAYSIA,784,93,4.75972,1588,114,5413,272
Cardigan World,22,98,4.911205,1664,1,470,10
misstop,2429,83,4.710042,9046,282,9501,542
Knitwear By Far,19,89,4.960959,10497,6,4095,28
Yasmin YS,8,97,4.948837,95,0,218,3
YDDY Women's Clothes Shop,57,95,4.84432,1093,2,694,30
Max Fashion,3393,98,4.838249,99175,227,13760,382
BAJU MORE,26,98,4.874708,320,9,1293,33
ZJ FASHIONHUB,258,43,4.663158,3254,8,268,21
Aurora Warehouse,1068,99,4.91175,27792,203,43089,793
FairyLady,100,90,4.699842,340,21,583,35
IRA EVEREST JEANS MURAH,120,98,4.779327,2499,47,2903,146
zesgood.my Baby Clothes,1502,11,4.838587,14765,345,27764,858
Baju_Mantap,559,93,4.902062,502,5,1570,35
courier_bag,139,95,4.943452,86,1,339,5
wenzxcvbnm.my,604,85,4.748293,7500,174,9488,573
Queen Zone,199,99,4.849109,33754,822,73187,2061
Longgok,10,95,4.990299,8201,0,1557,1
Hana store .,36,95,4.939271,918,1,249,0
POP Baby Official Store,235,77,4.807044,4595,42,3769,171
mayaa kids clothing,32,98,4.959558,13742,4,5509,43
yjyeij6li1,224,91,4.883195,1447,29,3699,89
amee_kedai,682,87,4.928234,10226,295,69243,926
Monkeypand,25,98,4.937209,203,0,439,5
🌼 ALAIA MIKAYLA 🌼,5,90,4.967925,3310,1,560,3
easystore99,30,61,4.921478,2485,14,4409,54
animetone.my,612,98,4.903376,1138,18,2557,44
lele7hao.my,519,35,4.773805,2488,48,2377,106
yilinmoka.my,101,99,4.84252,2376,7,868,29
House of Shopping,156,98,4.933077,8166,33,15672,209
wamimma_butiq.my,20,100,4.861111,285,1,323,13
ecoseed.os,283,97,4.93993,18939,90,32714,397
DaniePrinting,229,98,4.942369,3483,2,2625,25
MF STORES (Women's Fashion Stores),62,99,4.827085,8020,83,7442,268
MM pajamas,79,98,4.902736,412,2,660,14
riniratnasari01.my,89,100,4.922297,226,1,312,6
NURULPLUSSIZE,214,81,4.947555,5738,8,3180,32
👙Women bras panties ,294,100,4.872376,4615,15,2419,51
MyHeartShoppe,236,95,4.936904,2045,4,3568,42
MISS VAVA bra and panties shop,87,98,4.896095,4051,13,3000,69
UniversalCollection,33,96,4.977413,4798,0,519,2
YDS Offical,15,80,4.832246,1135,10,1056,34
cocosakura.my,65,99,4.883182,1095,6,992,25
ShopbyZila,40,96,4.957975,24668,2,2111,20
Gorgeous girl,344,78,4.902537,167,2,747,22
Tuote women's clothing.my,498,50,4.924528,1447,10,3050,47
yongtaoshangmao.my,1227,100,4.788013,1378,28,1722,85
F.O.S,833,90,4.907198,120992,391,62174,1003
XY FASHION,823,93,4.897444,13532,38,6077,127
LILYPETUNA.OS,21,31,4.876765,13541,7,766,19
xiaoyiyi.my,48,98,4.896817,2659,6,903,19
Mazz Collection,38,99,4.903537,907,5,1583,37
yeehooy.my,85,88,4.937799,928,1,834,13
BROWNS,38,97,4.944404,973,3,1409,20
aimishop.my,1347,60,4.756942,26958,246,14385,799
weabby.my,183,63,4.822595,7100,68,5530,226
Ryra_closet,69,92,4.92022,2376,19,5901,86
MedicalUniform88,13,78,4.946328,130,0,373,6
ERWIN SHOPPING HOUSE,28,98,4.949726,2241,2,2025,25
Night&Day,476,100,4.791219,485,18,1071,48
Mocha Fashion Store,151,86,4.815175,9235,192,14290,580
Goddess Wardrobe Woman BLOUSE baju,152,95,4.804469,1491,25,2064,99
GDeal.com.my,4030,97,4.776312,294921,4187,255566,11538
hhcq.my,251,66,4.685786,3683,240,7359,447
AVON ,278,72,4.9268,731,6,2507,43
jiameizi888.my,196,85,4.864906,523,12,1978,63
FOREVER  BEAUTY  MALL,313,99,4.843123,5785,115,8168,250
ladyzone.my,848,99,4.782557,7183,82,4085,183
Baby.Mom&needs,70,97,4.93097,1218,7,5314,80
softrhyme.my,83,79,4.865103,370,5,341,9
rayidbundle,19,98,4.976579,9250,0,1559,5
ZALONA,66,95,4.843826,7006,31,3276,96
KLOZZET,148,95,4.929254,15585,17,5446,82
CH FASHION,66,95,4.93104,3823,7,6364,79
DACHAO shop,117,72,4.867016,1460,23,2855,93
FIT & FLARE COLLECTION,1398,89,4.919707,2545,11,5038,83
SarahNatrah,73,95,4.846298,3419,14,1068,27
360Buy Medical Scrub Suit,12,100,4.874242,237,4,674,17
D'Damai Shop,131,96,4.925664,762,3,582,9
online2u,49,99,4.934739,1244,26,8562,102
LittlePrince88,96,100,4.858868,625,16,2878,92
yayaland.my,70,99,4.968472,822,0,1308,7
IFashion.my,455,93,4.76956,8871,163,8340,388
IDEAN Shop,1001,47,4.888689,23682,218,33664,716
KAIN_BATIK_VIRAL_HQ,17,41,4.85843,4090,137,8105,209
Seluar & Baju Boutique,131,80,4.862531,2571,44,5647,170
FancyStyling,13,99,4.797436,205,5,382,18
PRELOVED BUNDLE,15,86,4.971014,2717,0,363,2
Plus Size Fashion ,469,96,4.846781,8773,37,3516,121
Fashion Korean Girl,202,89,4.847927,19368,224,25154,815
msbaju87,110,100,4.954079,489,4,1714,11
Yunyi Quality Shop,393,96,4.841402,4268,59,5179,194
sezomall.my,949,95,4.838473,2143,6,661,29
yipuasin.Wholesale shop,69,96,4.879401,1033,2,1137,39
Sariayu Anggun Sdn Bhd,874,98,4.817766,9948,612,41038,1467
rm14_boutique,1541,62,4.784578,13101,271,15016,617
gerobok_stylish,124,100,4.892903,495,2,786,17
Tiki Boutique,1251,51,4.842208,24597,566,42901,1305
Hamana Collection,75,96,4.936803,4365,22,10892,125
IR Apparel,25,49,4.871146,591,11,2174,57
amalizzahti,5,91,4.995665,10709,0,760,0
Honeyhot,237,91,4.829897,1648,12,1879,75
eikashop.co,5,96,4.943396,2782,0,340,6
grosir_solo.my,195,100,4.60062,9369,166,3807,357
EH FORTUNE TRADING ,399,100,4.951229,904,4,2827,23
Dian Plusclosette Official Store,60,65,4.928022,5831,5,1448,22
Mainshop,15,63,4.882587,2970,26,5598,139
misslulyshoppe,17,91,4.967588,9678,3,1154,4
Insland.my,74,100,4.839332,387,5,773,31
babyborong,22,,4.845453,1069,50,4610,152
aieyda closet,141,93,4.956284,3586,2,2079,19
Tuaneyka,38,70,4.87316,1075,6,874,24
Dreambuy.my,100,35,4.691762,5608,71,3373,255
zhiweini.my,53,98,4.857704,1565,7,1240,44
colorful888.my,3084,75,4.755156,2432,314,13866,651
abellashoo.my,49,100,4.893281,1311,5,799,19
xialin00.my,209,100,4.854015,895,1,394,20
alicia19820726,23,85,4.916923,1069,0,1020,19
MAMA Closet,5,95,4.988889,1652,0,188,0
Labeljiqaienstore,5,81,4.963333,1819,0,536,5
Sleeping.Beauty,54,99,4.971831,664,0,499,1
yaniesaleh,65,97,4.837271,4066,113,8433,292
LEMIRY FASHION,596,93,4.818679,20182,58,5510,237
FashionSecret,193,88,4.892756,1183,4,1416,36
HD Official Shop,161,90,4.896613,906,10,1121,17
infinite,2553,96,4.749118,39813,1490,76065,3872
alipaymy,828,96,4.795923,4639,85,4574,183
mangobaby,3045,93,4.939539,50174,233,77899,768
MSW+M,145,59,4.849569,1192,14,2282,86
V-Beauty Collection,89,87,4.809532,8281,73,5674,242
QLGY Clothing Shop,1520,60,4.855914,2662,8,1352,44
CALLAACLOSET ( ONLINE ),114,69,4.916228,1796,4,2137,34
yourloviee,99,99,4.925466,631,2,485,9
LOVELYLOVELEE,905,99,4.937888,4765,3,827,8
AamilyFleurs (Rosita Priman II) ,21,96,4.976378,299,0,418,3
GerobokFashionista ,7,99,4.96146,3673,1,509,4
baju_murah_boutique,1526,67,4.815711,8057,201,12577,424
Kids Fashion✿Underwear,1308,79,4.892269,19557,244,44490,876
beybo.thrift,12,94,4.979118,2498,0,468,1
Amy Design Boutique,56,93,4.897489,10258,56,15912,333
BySofhia,446,42,4.919332,14580,101,15984,206
BATIK MADANA DIRECT KILANG,20,94,4.944515,4818,2,824,6
bidadareesyurga.rtw,15,91,4.955128,1271,0,198,2
My Lady Shop,247,94,4.893681,22843,327,62717,1337
RM 9.90,141,87,4.890498,501,9,1098,25
